,phase_1,phase_2,phase_3,phase_4,active_trials,total_trials,late_stage_ratio,pipeline_density,ticker
117,1.9459101490553132,3.4339872044851463,2.3978952727983707,0.6931471805599453,3.8918202981106265,3.8918202981106265,0.7942407964876831,1.0,GOSS
118,0.0,0.6931471805599453,1.3862943611198906,0.0,1.6094379124341003,1.6094379124341003,0.8613531161467861,1.0,GPCR
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GRAL
120,0.0,0.0,0.0,0.0,1.791759469228055,1.791759469228055,0.0,1.0,GRFS
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HALO
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HUMA
123,0.0,0.0,1.0986122886681096,0.0,1.0986122886681096,1.0986122886681096,1.0,1.0,IBRX
124,2.0794415416798357,2.1972245773362196,1.3862943611198906,0.0,2.995732273553991,2.995732273553991,0.46275642631951835,1.0,IDXX
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IDYA
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ILMN
127,0.0,0.0,0.0,0.0,2.1972245773362196,2.1972245773362196,0.0,1.0,IMCR
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IMMP
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IMNM
130,1.0986122886681096,0.0,0.6931471805599453,0.0,1.3862943611198906,1.3862943611198906,0.5,1.0,IMRX
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IMVT
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INBX
133,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.0,1.791759469228055,1.791759469228055,0.3868528072345416,1.0,INCY
134,3.4657359027997265,4.3694478524670215,3.1354942159291497,0.0,4.9344739331306915,4.9344739331306915,0.6354262396396583,1.0,INSM
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IONS
136,1.3862943611198906,1.6094379124341003,2.302585092994046,0.0,3.1780538303479458,3.1780538303479458,0.7245267751622539,1.0,IOVA
137,1.9459101490553132,2.3978952727983707,0.6931471805599453,0.0,2.8903717578961645,2.8903717578961645,0.23981246656813146,1.0,IQV
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IRON
139,1.0986122886681096,1.0986122886681096,0.6931471805599453,0.0,1.791759469228055,1.791759469228055,0.3868528072345416,1.0,IRWD
140,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,ISRG
141,0.0,0.0,0.6931471805599453,0.0,3.332204510175204,3.332204510175204,0.20801459767650946,1.0,IVVD
142,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,JANX
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAZZ
144,2.5649493574615367,2.995732273553991,2.0794415416798357,1.0986122886681096,3.8712010109078907,3.8712010109078907,0.8209477682489587,1.0,JNJ
145,0.0,0.0,0.0,0.0,1.0986122886681096,1.0986122886681096,0.0,1.0,KALV
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KOD
147,0.0,0.0,1.6094379124341003,0.0,1.6094379124341003,1.6094379124341003,1.0,1.0,KROS
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KRYS
149,1.3862943611198906,1.6094379124341003,0.6931471805599453,0.0,2.3978952727983707,2.3978952727983707,0.2890648263178878,1.0,KURA
150,1.9459101490553132,1.0986122886681096,0.6931471805599453,0.0,2.302585092994046,2.302585092994046,0.30102999566398114,1.0,KYMR
151,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681096,1.0986122886681096,0.0,1.0,KYTX
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAB
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LCTX
154,0.6931471805599453,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,0.0,1.0,LEGN
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LENZ
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LLY
157,4.31748811353631,4.77912349311153,4.653960350157523,2.70805020110221,5.831882477283517,5.831882477283517,1.2623729267413062,1.0,LRMR
158,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,LXEO
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LYEL
160,0.0,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681096,1.0986122886681096,0.6309297535714575,1.0,MAZE
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MBX
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MDGL
163,0.0,0.0,1.3862943611198906,0.0,1.3862943611198906,1.3862943611198906,1.0,1.0,MDXG
164,0.0,0.0,0.0,0.0,1.0986122886681096,1.0986122886681096,0.0,1.0,MEDP
165,0.0,1.791759469228055,1.3862943611198906,0.6931471805599453,2.3978952727983707,2.3978952727983707,0.8671944789536634,1.0,MESO
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MGTX
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIRM
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLYS
169,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,2.0794415416798357,2.0794415416798357,0.6666666666666667,1.0,MNKD
170,0.0,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681096,1.0986122886681096,0.6309297535714575,1.0,MNMD
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MRK
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MRNA
173,4.553876891600541,5.891644211825771,5.043425116919247,2.639057329615259,6.511745329644728,6.511745329644728,1.1797885294377217,1.0,MRVI
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTD
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MYGN
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAMS
177,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.791759469228055,1.791759469228055,0.3868528072345416,1.0,NBIX
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NBP
179,0.0,1.3862943611198906,2.5649493574615367,0.6931471805599453,2.833213344056216,2.833213344056216,1.1499651252372598,1.0,NGNE
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NMRA
181,0.0,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681096,1.0986122886681096,0.6309297535714575,1.0,NRIX
182,0.0,0.0,1.3862943611198906,0.0,1.3862943611198906,1.3862943611198906,1.0,1.0,NTLA
183,1.6094379124341003,0.6931471805599453,0.0,0.0,1.791759469228055,1.791759469228055,0.0,1.0,NTRA
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NUVB
185,1.6094379124341003,1.6094379124341003,1.3862943611198906,0.0,3.367295829986474,3.367295829986474,0.4116936649208689,1.0,NUVL
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NVAX
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NVCR
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NVO
189,1.6094379124341003,1.9459101490553132,1.0986122886681096,0.0,3.091042453358316,3.091042453358316,0.35541805240316365,1.0,OABI
190,3.2188758248682006,2.9444389791664403,3.6888794541139363,2.1972245773362196,4.795790545596741,4.795790545596741,1.2273480202037779,1.0,OLMA
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ONC
192,1.3862943611198906,0.0,1.0986122886681096,0.0,1.791759469228055,1.791759469228055,0.6131471927654584,1.0,OPK
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ORIC
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ORKA
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PACB
196,1.0986122886681096,1.0986122886681096,0.0,0.0,1.6094379124341003,1.6094379124341003,0.0,1.0,PCVX
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEN
198,0.0,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681096,1.0986122886681096,0.6309297535714575,1.0,PEPG
199,0.0,0.0,0.0,0.0,2.302585092994046,2.302585092994046,0.0,1.0,PFE
200,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681096,1.0986122886681096,0.0,1.0,PGEN
201,4.1588830833596715,5.0106352940962555,4.430816798843313,2.772588722239781,6.054439346269371,6.054439346269371,1.189772513869793,1.0,PHAT
202,1.0986122886681096,1.0986122886681096,0.0,0.6931471805599453,1.791759469228055,1.791759469228055,0.3868528072345416,1.0,PHVS
203,0.0,0.6931471805599453,0.0,0.0,1.0986122886681096,1.0986122886681096,0.0,1.0,PODD
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PRAX
205,0.0,0.0,0.0,0.0,2.1972245773362196,2.1972245773362196,0.0,1.0,PRME
